region,total_work_region,men,women,germans,foreigners,15_to_25_years,25_to_55_years,55_to_65_years,without_professional_qualification,with_professional_qualification,with_academic_degree,total_home_region
"Frankfurt (Oder), Stadt",2752.3518518518517,2561.9503816793895,2965.2321428571427,2831.85593220339,1853,1838.657894736842,2646.9765100671143,3170.8333333333335,1948.2272727272727,2665.9450261780103,4254.176470588235,2705.4311926605506
"Potsdam, Stadt",3073.0404312668466,3018.7432432432433,3127.75,3126.0412719891747,2181.4523809523807,1950.962962962963,3040.8078202995007,3369.7567567567567,1961.4375,2786.2276119402986,4379.554054054054,3150.3778501628663
Barnim,2483.317220543807,2448.765306122449,2559.362433862434,2513.812693498452,1864.6666666666667,1927.8809523809523,2474.173469387755,2639.0036496350367,1848.2777777777778,2439.8900343642613,3967.360465116279,2860.6396276595747
Dahme-Spreewald,2624.6537376586743,2629.439393939394,2613.5841121495328,2666.2563025210084,2102.8333333333335,1994.7307692307693,2626.9450867052024,2761.240740740741,1986.2843137254902,2520.0876288659792,4175.938596491228,2844.258915834522
Elbe-Elster,2323.518292682927,2327.002732240437,2313.3968253968255,2332.163223140496,X,1957.2307692307693,2314.6643059490084,2399.574074074074,X,2256.659420289855,3682.4444444444443,2422.967672413793
Havelland,2338.4898403483307,2345.742537313433,2313.081699346405,2392.7297297297296,1923.2011494252874,1952.7727272727273,2348.989278752437,2441.8306451612902,1968.9027777777778,2335.3920863309354,3746.59375,2778.269230769231
Märkisch-Oderland,2518.85604770017,2462.8205741626793,2651.1613756613756,2555.584745762712,2078.582191780822,2021.2627118644068,2498.7758620689656,2688.9615384615386,1986.4375,2460.777777777778,3872.259259259259,2827.783950617284
Oberhavel,2694.6552901023892,2684.4928057553957,2717.4270833333335,2725.1841155234656,2221.254716981132,2068.3571428571427,2710.0372460496615,2812.6739130434785,2042.6296296296296,2603.430728241563,4651.690476190476,2965.848525469169
Oberspreewald-Lausitz,2639.8861892583122,2633.8333333333335,2657.6428571428573,2668.2464788732395,1885.9166666666667,2129.25,2622.965034965035,2788.8333333333335,1983.3125,2486.8291139240505,4659.590909090909,2585.5340136054424
Oder-Spree,2630.81007751938,2592.3997668997667,2735.752808988764,2692.5433996383363,1982.8684210526317,2108,2619.627155172414,2779.7279411764707,1996.7121212121212,2579.6417165668663,4218.803571428572,2859.5393343419064
Ostprignitz-Ruppin,2411.2843137254904,2383.878016085791,2489.2596899224804,2427.3973214285716,1845.6923076923076,1975.5,2407.870820668693,2518.957943925234,1970.3275862068965,2345.940251572327,4179.554054054054,2430.391304347826
Potsdam-Mittelmark,2580.4253731343283,2568.21694214876,2613.369822485207,2623.3050595238096,2031.5240963855422,2023.7558139534883,2611.434393638171,2612.8546511627906,2007.4148936170213,2487.08940397351,4263.390625,2972.4568062827225
Prignitz,2366.771820448878,2373.153721682848,2344.7073170731705,2379.1989795918366,X,2071.035714285714,2376.0050505050503,2409.029411764706,1830.7083333333333,2340.257412398922,3967.8076923076924,2408.0425790754257
Spree-Neiße,2610.088068181818,2658.9123222748817,2492.360465116279,2684.626984126984,1731.9655172413793,2293.5555555555557,2490.1067415730336,3098.39156626506,2721.3333333333335,2395.313829787234,4054.203703703704,2615.6255707762557
Teltow-Fläming,2520.2062084257204,2574.231587561375,2341.787878787879,2677.3096514745307,1738.5041152263375,1747.4269102990033,2555.210743801653,2627.935064935065,1776.778409090909,2500.462962962963,4896.088235294118,2751.9322916666665
Uckermark,2443.940860215054,2437.6641791044776,2461.3695652173915,2470.3891625615765,2084.9444444444443,1972.6153846153845,2414.946107784431,2607.5224719101125,1879.25,2384.557071960298,4105.261904761905,2530.1690307328604
"Rostock, Hansestadt",2877.395734597156,2944.8396226415093,2790.804709141274,2906.6331775700933,2058.1271186440677,2054.25,2870.8049759229534,3096.1586826347307,2006.452380952381,2673.707990599295,4312.573170731707,2767.9324324324325
"Schwerin, Landeshauptstadt",2859.001118568233,2773.8922829581993,2982.6065989847716,2893.769230769231,1897.8684210526317,1968.1136363636363,2816.7328767123286,3240.155172413793,1714.6304347826087,2680.5,4418,2791.693181818182
Mecklenburgische Seenplatte,2424.7744610281925,2407.463087248322,2473.0075528700904,2434.6159052453468,2086.913043478261,1964.1627906976744,2406.431263858093,2584.9827586206898,1808.967741935484,2331.419340849957,4142.419191919192,2478.739608801956
Landkreis Rostock,2341.23896353167,2357.2218543046356,2296.717712177122,2361.3400402414486,1880.7083333333333,1939.541095890411,2348.846560846561,2408.3571428571427,1894.388888888889,2279.9896957801766,3981.5975609756097,2602.7727272727275
Vorpommern-Rügen,2302.537037037037,2321.9549483013293,2254.346153846154,2326.9657980456027,1825.8048780487804,1899.3235294117646,2293.09501965924,2463.2604166666665,1765.232142857143,2248.488798370672,4067.910714285714,2382.304586241276
Nordwestmecklenburg,2610.4072512647554,2643.6451612903224,2510.7836879432625,2624.3362068965516,2165.2727272727275,2052.2441860465115,2629.592920353982,2691.348214285714,1977.0151515151515,2521.8350785340313,4498.227272727273,2720.1540880503144
Vorpommern-Greifswald,2367.1482300884954,2330.940199335548,2436.017799352751,2412.5347394540945,1784.551724137931,1887.1666666666667,2340.394419306184,2586.257575757576,1798,2278.948275862069,4394.578947368421,2443.7112068965516
Ludwigslust-Parchim,2386.924332344214,2422.19881305638,2291.327338129496,2437.2411225658648,1818.9782608695652,1951.4493670886077,2394.9598337950138,2479.516064257028,1885.1491228070176,2382.6345707656615,4275.5,2548.326938136257
"Chemnitz, Stadt",2757.649758454106,2799.542879019908,2687.068123393316,2796.3501006036217,2057.396551724138,2125.1835443037976,2778.1485788113696,2907.6951219512193,1913.5208333333333,2529.0524920466596,4246.854166666667,2748.0446428571427
Erzgebirgskreis,2300.8440366972477,2358.224505327245,2106.0944055944055,2326.5465801886794,1789.8115942028985,2005.2413793103449,2323.772438443209,2306.6262376237623,1874.4583333333333,2241.2264722069344,4012.188311688312,2432.8504983388702
Mittelsachsen,2351.270712909441,2410.6843525179856,2197.3162839248434,2362.718543046358,2068.965909090909,2004.559829059829,2378.098253275109,2351.514492753623,1947.8214285714287,2258.2214452214453,4068.5,2457.664727495407
Vogtlandkreis,2356.8189143341815,2406.450991831972,2197.029968454259,2390.4161518093556,1900.8846153846155,1948.2777777777778,2383.1989619377164,2371.941605839416,1875.5,2272.9911971830984,3961.5759493670885,2471.0387931034484
Zwickau,2594.223021582734,2650.158203125,2439.758793969849,2631.2986870897157,1924.6176470588234,2091.8865546218485,2642.6015180265654,2570.9761904761904,1939.0964912280701,2483.8524464831803,4138.6578947368425,2653.1804860614725
"Dresden, Stadt",3088.7634364820847,3161.3774474256707,3001.046328671329,3124.061381074169,2158.735294117647,2108.1797385620916,3104.692372406057,3281.9408396946565,1977.7540983606557,2744.032608695652,4339.973684210527,3067.4157275845173
Bautzen,2395.6760104302475,2415.4726526891523,2339.1363636363635,2441.478107344633,1751.2894736842106,1953.8333333333333,2407.716494845361,2466.88198757764,1810.8174603174602,2293.0324675324673,4212.5192307692305,2537.965706447188
Görlitz,2272.2968157695223,2273.01720747296,2269.8708609271525,2333.9474885844747,1955.35347985348,1978.8536585365853,2259.855670103093,2406.8008130081303,1902.3181818181818,2203.0855654761904,3995.789855072464,2391.2632263660016
Meißen,2516.5042735042734,2536.88985005767,2458.9951456310678,2544.8505338078294,2071.995327102804,2076.1666666666665,2528.156434474616,2579.8436293436293,2021.3333333333333,2409.8922651933703,4246.163265306122,2616.1573498964804
Sächs. Schweiz-Osterzgebirge,2402.0966386554624,2423.5392156862745,2350.0152354570637,2423.405872193437,1997.5588235294117,2068.429292929293,2423.013812154696,2432.277777777778,1943.4347826086957,2317.6288395904435,3976.109756097561,2549.4574283231973
"Leipzig, Stadt",2935.533285782216,3003.450101146325,2837.0945945945946,2992.749527410208,1948.7071713147411,2075.6358695652175,2970.494327850255,3088.5246913580245,1946.2446808510638,2683.77721661055,4215.811804008908,2928.95066518847
Leipzig,2382.9065836298932,2399.9815668202764,2323.6481481481483,2402.8261278195487,1968.921052631579,2026.5869565217392,2403.039298669891,2397.334061135371,1912.234693877551,2305.466730038023,4082.5588235294117,2662.775
Nordsachsen,2487.097065462754,2514.1160714285716,2409.377551020408,2506.0027932960893,2077.0384615384614,2067.1666666666665,2511.6481481481483,2506.4684684684685,1933.8333333333333,2368.634171907757,4123.814606741573,2510.4124613800204
"Dessau-Roßlau, Stadt",2764.655629139073,2661.3024691358023,2950.8496503496503,2789.25,1971.9285714285713,1984.875,2755.194835680751,2960.1153846153848,1858.8333333333333,2572.543010752688,4349.875,2735.96875
"Halle (Saale), Stadt",2885.220457433291,2878.7098765432097,2892.1230366492146,2920.573726541555,2017.326923076923,2019.9444444444443,2844.003039513678,3221.7918660287082,1847.4178082191781,2639.281575037147,4316.20351758794,2809.4064649243464
"Magdeburg, Landeshauptstadt",2872.1331658291456,2852.075456053068,2902.878048780488,2897.255921730175,2269.1363636363635,2058.3125,2845.903439153439,3156.6567164179105,1883.4113924050632,2671.9406779661017,4279.328828828829,2892.0786384976527
Altmarkkreis Salzwedel,2365.5,2431.75,2168.909090909091,2390.2014925373132,1869.6176470588234,1968.357142857143,2364.3771186440677,2478.981012658228,1769.8548387096773,2322.8015873015875,4088,2619.9736842105262
Anhalt-Bitterfeld,2429.5998766954376,2474.23417721519,2306.814432989691,2463.590277777778,1782.5945945945946,1966.9772727272727,2440.636876006441,2496.4415584415583,1826.563829787234,2346.719346049046,4274.95652173913,2478.4003783102144
Börde,2596.038922155689,2610.0805921052633,2549.23417721519,2630.23061760841,2022.7222222222222,2144.9444444444443,2601.5204081632655,2690.130681818182,1951.9705882352941,2544.877510040161,4394.388888888889,2768.504722550177
Burgenlandkreis,2487.0407319952774,2499.206896551724,2449.970338983051,2524.8506493506493,1884.5579710144928,2140.0833333333335,2480.625,2573.7432432432433,1994.439393939394,2441.782225237449,4378.340909090909,2536.887711864407
Harz,2567.315286624204,2589.418439716312,2512.2903930131006,2586.550257731959,2039.1904761904761,2058.3703703703704,2555.7314814814813,2711.549723756906,1876.8513513513512,2488.7157123834886,4266.409090909091,2701.6891279728197
Jerichower Land,2462.1197183098593,2473.476878612717,2416.0172413793102,2488.70293398533,2032.53125,1989.6666666666667,2455.5613496932515,2581.269230769231,2018.6818181818182,2433.673076923077,4051.6363636363635,2575.7083333333335
Mansfeld-Südharz,2413.3980891719743,2416.54774535809,2400.7659574468084,2420.165948275862,2202.423076923077,2029.25,2396.3333333333335,2546.6382113821137,1900.5,2335.5877192982457,4163.431034482759,2559.963276836158
Saalekreis,2635.426470588235,2645.5819672131147,2603.4342723004693,2671.8344788087056,2109.843434343434,2187.4402985074626,2619.5513219284603,2793.5722891566265,2096.8414634146343,2549.533957845433,4581.145161290323,2746.94128113879
Salzlandkreis,2545.18085106383,2556.7871287128714,2506.6708860759495,2561.501461988304,1901.6363636363637,2056.6403508771928,2530.0019157088122,2695.7743902439024,1883,2471.9831804281343,4436.863636363636,2581.9439140811455
Stendal,2496.7274774774774,2457.8994252873563,2635.7678571428573,2505.735294117647,X,2019.0483870967741,2465.777777777778,2688.284090909091,X,2404.153846153846,4173.7558139534885,2549.1346516007534
Wittenberg,2375.370242214533,2371.37852494577,2391.0982905982905,2398.144927536232,2058.6632653061224,2023.576923076923,2373.1404494382023,2466.846153846154,1826.5,2323.7954545454545,4244.4655172413795,2496.489096573209
"Erfurt, Stadt",2776.3031088082903,2788.4712746858168,2759.6911764705883,2895.9598370197905,1821.97577092511,1890.5,2770.7513966480446,3107.0366972477063,1814.9859813084113,2614.3141025641025,4115.396373056995,2810.008816120907
"Gera, Stadt",2489.0780885780887,2486.4756097560976,2492.5765027322404,2526.653846153846,1875.5,1893.8823529411766,2461.6111111111113,2811.5576923076924,1709.590909090909,2413.036023054755,3938,2515.992957746479
"Jena, Stadt",3173.41280148423,3265.531152647975,3071.9423076923076,3202.0323992994745,2228.0862068965516,2247.375,3197.071072319202,3294.0897435897436,1954.3461538461538,2841.956422018349,4553.524193548387,3277.3779342723005
"Suhl, Stadt",2616.027950310559,2610.554347826087,2623.3260869565215,2658.120320855615,1765.7173913043478,X,2607.2622950819673,2888.4032258064517,X,2474.6017964071857,4048.1190476190477,2557.4767441860463
"Weimar, Stadt",2952.1497461928934,2910.9166666666665,3002.8622047244094,3010.084980237154,2086.214285714286,X,2910.2633136094673,3214.293103448276,X,2689.309523809524,3985.745901639344,2917.090909090909
"Eisenach, Stadt",2831.473451327434,2991,2558.3651685393256,2880.4086757990867,1733.3125,1948.7142857142858,2885.740963855422,2892.891304347826,2153,2752.412568306011,4550.5,2813.8928571428573
Eichsfeld,2469.127450980392,2522.4246031746034,2211.3695652173915,2513.1339285714284,2096.8541666666665,2075.5,2499.6011235955057,2477.27304964539,1854.5,2457.9770642201834,3898.2272727272725,2720.3360655737706
Nordhausen,2556.529411764706,2563.0925925925926,2535.3314606741574,2567.7388059701493,2118,2064.293103448276,2581.7749003984063,2634.404109589041,1788,2477.297385620915,4123.416666666667,2635.3214285714284
Wartburgkreis,2611.561151079137,2728.0910364145657,2295.016129032258,2649.563670411985,2028.9722222222222,2239,2648.2434679334915,2617.318181818182,1969.7307692307693,2567.0547024952016,4266.716216216216,2754.5247678018577
Unstrut-Hainich-Kreis,2342.6206225680935,2381.7,2224.1111111111113,2373.847547974414,1944.7857142857142,1951.1410256410256,2375.772479564033,2341.8366336633662,1739.388888888889,2284.565934065934,3818.3571428571427,2498.8050847457625
Kyffhäuserkreis,2512.3200836820083,2494.608280254777,2545.1428571428573,2523.032188841202,X,X,2496.8709677419356,2639.1792452830186,X,2428.9444444444443,4021.653846153846,2546.619592875318
Schmalkalden-Meiningen,2438.425170068027,2511.688436830835,2266.1424581005585,2490.9863481228667,1676.8761467889908,1923.7142857142858,2464.17816091954,2515.748226950355,1858.3125,2412.216300940439,3855.5,2593.753424657534
Gotha,2532.9602122015917,2638.6944444444443,2286.7179487179487,2619.222304283604,1835.927135678392,1915.2590361445782,2570.404761904762,2579.1290322580644,1758.673076923077,2522.822775263952,3944.521739130435,2592.6703296703295
Sömmerda,2503.3455284552847,2618.252100840336,2180.3728813559323,2530.9861111111113,1972.8214285714287,2096.189655172414,2555.8359683794465,2430.559523809524,2622.375,2441.965256797583,3952.8809523809523,2556.017711171662
Hildburghausen,2383.691489361702,2446.0492424242425,2241.9,2405.847222222222,1866.5,2093.3571428571427,2424.764705882353,2338.8720930232557,X,2342.37675070028,4032.4444444444443,2585.772277227723
Ilm-Kreis,2606.217054263566,2680.1052631578946,2382.6428571428573,2637.1863905325445,1868.9782608695652,2108.108695652174,2654.9619422572177,2554.8032786885246,1895.8703703703704,2492.9956369982547,4153.340909090909,2591.062613430127
Weimarer Land,2445.0983379501386,2459.5989399293285,2396.59375,2480.239010989011,1841.0405405405406,2086.3695652173915,2468.5755395683454,2472.253246753247,1742.6875,2395.7380952380954,4093.5555555555557,2653.625
Sonneberg,2436.4254498714654,2536.3225108225106,2276.163716814159,2518,1742.6875,1962.1666666666667,2478.1315789473683,2459.9155844155844,1877.4736842105262,2457.4218241042345,3903.4411764705883,2553.0469168900804
Saalfeld-Rudolstadt,2539.8892339544514,2630.534722222222,2337.4760479041915,2554.563205417607,1926.4259259259259,2082.396551724138,2560.3039215686276,2575.270642201835,2021.9285714285713,2463.1513317191284,4148.714285714285,2579.601221640489
Saale-Holzland-Kreis,2389.486784140969,2412.877049180328,2332.5866141732286,2413.480769230769,1699.436170212766,1963.8333333333333,2419.6326530612246,2387.5454545454545,1780.0454545454545,2333.5717488789237,3832.2567567567567,2597.231234866828
Saale-Orla-Kreis,2331.494671403197,2402.8209549071616,2069.8478260869565,2365.016129032258,1766.90625,2015.6515151515152,2363.4704301075267,2326.1849315068494,1812.342105263158,2302.278846153846,3610.7272727272725,2411.0855855855857
Greiz,2325.830188679245,2380.162162162162,2184.759259259259,2344.652046783626,1910.3837209302326,2032.4444444444443,2342.74358974359,2347.6774193548385,X,2275.5,3817.435483870968,2434.25
Altenburger Land,2308.4232283464567,2342.551282051282,2201.0281690140846,2323.580808080808,1844.0483870967741,1983.6081081081081,2324.571618037135,2329.8981481481483,2196.5227272727275,2256.75,3761.9583333333335,2431.412162162162
